Job Title,Company Name,Salary Min,Salary Max,Location,Experience Level,Contract Type,Contract Time,Created,Description,Skills,Source Platform,Search Title
AI Engineer,Centific,170127.58,170127.58,US,,,full_time,2025-10-10T09:16:34Z,"About Centific Centific is a frontier AI data foundry that curates diverse, high-quality data, using our purpose-built technology platforms to empower the Magnificent Seven and our enterprise clients with safe, scalable AI deployment. Our team includes more than 150 PhDs and data scientists, along with more than 4,000 AI practitioners and engineers. We harness the power of an integrated solution ecosystem—comprising industry-leading partnerships and 1.8 million vertical domain experts in more t…",IT Jobs,Adzuna,AI Engineer
AI Engineer TO,Archarithms Inc,103721.35,103721.35,"Huntsville, Madison County",,,full_time,2025-10-29T08:47:06Z,"WE ARE ARCARITHM , and we are changing the world! If you are ready to grow your career and change the world with us, then join the Arcarithm team! We are located in beautiful, downtown Huntsville, AL, one of the fastest growing cities in the U.S.! At Arcarithm, we cultivate and foster an environment of integrity, open communication, work life balance, and career development. We are committed to investing in our employees by offering comprehensive health insurance options, a generous 401K plan, …",IT Jobs,Adzuna,AI Engineer
AI Engineer,Fractional AI,241081.19,241081.19,"San Francisco, California",,,full_time,2025-07-21T15:55:58Z,"About Fractional AI Fractional AI builds bespoke gen AI software to transform businesses. Every C-suite in the country is trying to bridge the gap between AI in theory and AI in practice. We close this gap with exceptional engineering talent and custom end-to-end AI builds (see some of our case studies to learn more). By joining Fractional AI, you’re stepping onto a San Francisco, NYC, and Dubai-based team working on gen AI projects for top companies from the comfort of an engineering-first sta…",IT Jobs,Adzuna,AI Engineer
AI Engineer,Vatic Labs,175000,275000,"New York City, New York",,,,2024-08-07T07:56:06Z,"Vatic is looking for an AI engineer with proven experience with large foundational models. Our environment is highly collaborative, fostering innovation and growth. We are interested in a variety of data modalities (language, vision, multimodal, and structured data) and modern model architectures. We are looking for team players who are interested in developing next-generation platforms and tools for Machine Learning as well as conducting state-of-the-art research. As an AI Engineer you will: P…",IT Jobs,Adzuna,AI Engineer
AI Engineer,"Data-Core System, Inc.",120283.77,120283.77,"Royalton, Dauphin County",,,full_time,2025-11-20T20:58:45Z,"Data-Core Systems, Inc.is a provider of information technology, consulting, and business process services. We offer breakthrough tech solutions and have worked with companies, hospitals, universities, and government organizations. A proven partner with a passion for client satisfaction, we combine technology innovation, business process expertise and a global, collaborative workforce that exemplifies the future of work. For more information about Data-Core Systems, Inc., please visit https://da…",IT Jobs,Adzuna,AI Engineer
AI Engineer,Proscia,123264.4,123264.4,"Middle West, Philadelphia County",,,full_time,2025-07-04T03:18:28Z,"About Proscia Pathology is at the center of medicine and is undergoing a profound transformation as the final frontier of digitization in healthcare. We started Proscia to accelerate pathology’s transition from microscope to images, and to use that AI to change the way we think about cancer. We can’t change medicine alone. That’s why we’re looking for curious thinkers. Big dreamers. Developers, evangelists, pathologists, and scientists. Exceptional talent to help us use the great power of AI fo…",IT Jobs,Adzuna,AI Engineer
AI Engineer,Echelon Services,123376.71,123376.71,"Manassas, Prince William County",,,full_time,2025-11-14T18:16:09Z,"Job Details VA Corp - Manassas, VA Fully Remote Full Time 4 Year Degree Professional Services Description Echelon Services LLC is a Native Hawaiian-owned 8(a) small business delivering innovative IT, cloud, data analytics, and cybersecurity solutions to federal and commercial clients. Our team thrives on solving complex problems and creating scalable, mission-driven solutions that make a real impact. We are seeking a AI Engineer to join our growing team. This role is perfect for someone who enj…",IT Jobs,Adzuna,AI Engineer
AI Engineer,Northeastern University,112180,162662,"Boston, Suffolk County",,,full_time,2025-07-29T16:20:18Z,"About the Opportunity This job description is intended to describe the general nature and level of work being performed by people assigned to this classification. It is not intended to be construed as an exhaustive list of all responsibilities, duties and skills required of personnel so classified . JOB SUMMARY The AI Engineer will be responsible for designing, developing, and implementing AI systems and data pipelines that enhance and automate university operations across multiple departments.…",IT Jobs,Adzuna,AI Engineer
AI Engineer,Open Roles at Outsmart,93113.91,93113.91,"Culver City, Los Angeles County",,,full_time,2025-11-17T18:17:15Z,"About the Role In this role, you’ll be at the forefront of the machine learning that powers Outsmart’s applications. As an early member of the engineering team you’ll play a critical role in setting the tone for Outsmart’s technical culture including setting standards for algorithmic quality and scalable ML. You will work on both generative and discriminative use cases, focusing on content generation at scale, gamification, benchmarking and analytics, and multi-modal behavior classification fro…",Engineering Jobs,Adzuna,AI Engineer
AI Engineer,Enormous Enterprise LLC,73008.41,73008.41,"Milwaukee, Milwaukee County",,,,2025-10-07T08:09:46Z,"AI Engineer Milwaukee, WI On site - W2 only Skills: Essential Skills: AI Engineers Python cloud developers, flask, K8, AWS, docker Position Description: Experience required: 6 Years Essential Skills: AI Engineers Python cloud developers, flask, K8, AWS,docker",IT Jobs,Adzuna,AI Engineer
AI Engineer,Beyond SOF,108059.98,108059.98,"Washington, D.C., US",,,,2025-01-17T14:26:15Z,Role Summary: The AI Engineer is responsible for developing and implementing artificial intelligence solutions to solve complex problems. Main Responsibilities and duties: Develop and implement artificial intelligence solutions. Collaborate with the engineering team to integrate AI solutions into projects. Stay updated on the latest AI technologies and trends. Develop and implement quantum-enhanced AI solutions. Collaborate with quantum engineers to integrate quantum AI technologies into the co…,IT Jobs,Adzuna,AI Engineer
AI Engineer,Transparent Search Group,277264.78,277264.78,"Sunnyvale, Santa Clara County",,,full_time,2025-11-18T10:16:21Z,"AI Engineer Automotive Software Innovation (Sunnyvale, CA | Hybrid | $225K to $300K) About the Company A rapidly growing automotive technology company is revolutionizing the evolution of vehicles through software. Their AI-driven platform enables next-generation, software-defined vehicles, bridging the gap between automotive reliability and consumer-grade innovation. With technology already deployed in over 5 million vehicles worldwide, they are trusted by top global OEMs to power the future of…",Engineering Jobs,Adzuna,AI Engineer
AI Engineer,Mondo,123483.36,123483.36,"Boston, Suffolk County",,,,2025-11-23T10:46:09Z,"Job Description Job Description Apply now: AI Engineer , location is hybrid onsite The start date is ASAP for this 1 year contract position. Job Title: AI Engineer Location-Type: Hybrid, 3 days on-site Start Date Is: August 2025 Duration: 1 year Compensation Range: $62.94 to $83.92/hr Job Description: The implementation of AI systems across the company presents a significant opportunity to enhance teaching and learning, research, and administrative operations while freeing operational time and …",IT Jobs,Adzuna,AI Engineer
AI Engineer,Contruent LLC,125867.95,125867.95,"Naperville, DuPage County",,,full_time,2025-11-06T06:22:50Z,"About the Role We are seeking a hands-on AI Engineer to help design, build, and deploy intelligent features within our application ecosystem. This role will collaborate closely with our Manager of Data Science & AI Engineering to identify opportunities for generative AI, predictive analytics, and automation across business workflows. You will be responsible for scoping, prototyping, and implementing AI products — from model design to integration — leveraging both proprietary data and leading cl…",IT Jobs,Adzuna,AI Engineer
AI Engineer,Talentporte,112381.42,112381.42,"Saint Louis, Saint Louis County",,,,2025-11-02T01:54:08Z,"Job Description Job Description AI Engineer Location: St. Louis, Missouri Employment Type: Direct Hire Salary Range: $120,000 – $180,000 Citizenship Requirement: U.S. Citizen only About the Role: We are seeking a motivated and technically skilled AI Engineer to join our team in St. Louis. This role is ideal for candidates with 1–3 years of experience and a strong foundation in IT and artificial intelligence. You will play a critical role in bridging the gap between AI models and production syst…",IT Jobs,Adzuna,AI Engineer
